fname,train0/test1
0350156b.wav,0
0356dec7.wav,0
0356f2ab.wav,0
03586ad9.wav,0
03657d6d.wav,0
03734652.wav,0
0383c69d.wav,0
0395ba61.wav,0
03a01285.wav,0
03b4aca1.wav,0
03bb1c33.wav,0
03bc8fbc.wav,0
03cd971f.wav,0
03d00f38.wav,0
03d42e2e.wav,0
03e13ae7.wav,0
03e88255.wav,0
03e9765d.wav,0
03ed9ba8.wav,0
03f38c68.wav,0
03fc1f96.wav,0
04076350.wav,0
04092b14.wav,0
041396a9.wav,0
04186a03.wav,0
04281949.wav,0
0429828b.wav,0
04330b10.wav,0
04335030.wav,0
043a5393.wav,0
0446a487.wav,0
0447d04d.wav,0
04490642.wav,0
044be615.wav,0
0450e72b.wav,0
04562f7d.wav,0
0457d8bc.wav,0
0459f90f.wav,0
04646cce.wav,0
047b3d34.wav,0
047f5b83.wav,0
0482a372.wav,0
048fb352.wav,0
0496718e.wav,0
04a19a27.wav,0
04a7003c.wav,0
04ab05a7.wav,0
04ad9aa5.wav,0
04b4009f.wav,0
04b9a79a.wav,0
04cce777.wav,0
04d0cae4.wav,0
04d33fe7.wav,0
04e82f46.wav,0
04e8596a.wav,0
0508f1e3.wav,0
051138fc.wav,0
0513cbfc.wav,0
05149415.wav,0
05173c4d.wav,0
051f9935.wav,0
0526ac41.wav,0
052789c8.wav,0
05309a38.wav,0
05388f6c.wav,0
05561612.wav,0
0556be76.wav,0
0563ab6e.wav,0
058b98f0.wav,0
05a0ca60.wav,0
05a3154f.wav,0
05a458a7.wav,0
05b76c07.wav,0
05bc162b.wav,0
05c5ab94.wav,0
05cc4425.wav,0
05d0dfa7.wav,0
05d54a68.wav,0
05d81cdf.wav,0
05e4028a.wav,0
05ecefbe.wav,0
05ef46ec.wav,0
05f2c2a6.wav,0
06006fca.wav,0
0609bd9e.wav,0
060b8c30.wav,0
060ba089.wav,0
060ca755.wav,0
060e13d6.wav,0
060fab76.wav,0
061cf689.wav,0
0627acfa.wav,0
0632d921.wav,0
0640c787.wav,0
06487815.wav,0
064cfad3.wav,0
065e7bb4.wav,0
066d40f4.wav,0
06712325.wav,0
06730f97.wav,0
06789937.wav,0
06896eb5.wav,0
06959969.wav,0
06a09fcd.wav,0
06a1dfc0.wav,0
06a76756.wav,0
06b278f7.wav,0
06b89bf9.wav,0
06b9dc31.wav,0
06c1c5c3.wav,0
06c48eab.wav,0
06d0d6e4.wav,0
06d164df.wav,0
06d2b52b.wav,0
06dbf664.wav,0
06dd3b18.wav,0
06e15d8e.wav,0
06e87b61.wav,0
06ed75a7.wav,0
06f60188.wav,0
06fbb272.wav,0
06fd1973.wav,0
06feb8ea.wav,0
070183b1.wav,0
07036b1d.wav,0
0704ffb8.wav,0
070bcdd9.wav,0
070f52cb.wav,0
0713db9c.wav,0
0716126b.wav,0
071803a0.wav,0
071e836c.wav,0
071efb95.wav,0
0720ef3b.wav,0
07211dfa.wav,0
072f3031.wav,0
0730a3d8.wav,0
0733ce78.wav,0
0738f99f.wav,0
0742098b.wav,0
074cc08b.wav,0
074e07a5.wav,0
074e2f09.wav,0
07563fea.wav,0
07605b4c.wav,0
0765b7d1.wav,0
076b6a7a.wav,0
07762f74.wav,0
07764530.wav,0
0779162e.wav,0
0784c182.wav,0
078c67e5.wav,0
078f7ac0.wav,0
079968f4.wav,0
079bb1c3.wav,0
07a16abd.wav,0
07a177eb.wav,0
07a99531.wav,0
07af4f4d.wav,0
07b44e8e.wav,0
07b910ee.wav,0
07c8c909.wav,0
07ce4408.wav,0
07db7f16.wav,0
07ec6849.wav,0
07ed1d56.wav,0
07f16007.wav,0
07f6b1dc.wav,0
07f88679.wav,0
08064f4a.wav,0
080bffb7.wav,0
081a3386.wav,0
081c263d.wav,0
082321d2.wav,0
0832c151.wav,0
085652af.wav,0
085be86f.wav,0
086dfaff.wav,0
086e6a35.wav,0
0879e568.wav,0
087f12b6.wav,0
0886c767.wav,0
0886d4f8.wav,0
08893744.wav,0
08894340.wav,0
088b75db.wav,0
088d3f95.wav,0
08a68ba1.wav,0
08a94aca.wav,0
08b54ed0.wav,0
08b88eb7.wav,0
08c931f6.wav,0
08cf2d2b.wav,0
08d931c3.wav,0
08dba5f4.wav,0
08e79547.wav,0
08fa5140.wav,0
08fb553f.wav,0
0906c4a9.wav,0
090e1d30.wav,0
090ea106.wav,0
09158810.wav,0
0920512f.wav,0
09282dc5.wav,0
0933c357.wav,0
0939d783.wav,0
093bf325.wav,0
095138e2.wav,0
095836cb.wav,0
0958751e.wav,0
0969b5c5.wav,0
096b4d70.wav,0
097b5ab0.wav,0
09841f13.wav,0
098a3205.wav,0
098c2232.wav,0
0994e80c.wav,0
09986ba4.wav,0
099ce615.wav,0
09a1cfd7.wav,0
09a355a9.wav,0
09a585bf.wav,0
09a63606.wav,0
09a732e6.wav,0
09a7c5ce.wav,0
09a7dc35.wav,0
09a895f3.wav,0
09b51c66.wav,0
09b8a126.wav,0
09b901f8.wav,0
09bc3033.wav,0
09ca1e09.wav,0
09ea5276.wav,0
0a037e96.wav,0
0a0a8d4c.wav,0
0a15b36b.wav,0
0a277f11.wav,0
0a2a5c05.wav,0
0a2b4c80.wav,0
0a32271b.wav,0
0a366772.wav,0
0a484e9f.wav,0
0a49afad.wav,0
0a54c770.wav,0
0a6bba04.wav,0
0a6dbf2c.wav,0
0a82b4d6.wav,0
0a8ac55d.wav,0
0a8d300c.wav,0
0a925754.wav,0
0a98104d.wav,0
0aa17642.wav,0
0aa32376.wav,0
0aa7edd0.wav,0
0aab722d.wav,0
0aad0a16.wav,0
0aaed52b.wav,0
0ac443ad.wav,0
0ac83c13.wav,0
0acba147.wav,0
0ad0bf22.wav,0
0ad5618e.wav,0
0ad666e3.wav,0
0ade0819.wav,0
0af32053.wav,0
0afca134.wav,0
0afcf36b.wav,0
0aff3cde.wav,0
0b05208c.wav,0
0b142b38.wav,0
0b1f22c3.wav,0
0b2a3ef0.wav,0
0b3636e4.wav,0
0b3c0588.wav,0
0b3d7a19.wav,0
0b436682.wav,0
0b489adc.wav,0
0b4dc8fc.wav,0
0b5b6734.wav,0
0b5dd555.wav,0
0b5ea11d.wav,0
0b6ac630.wav,0
0b6fba96.wav,0
0b7044b0.wav,0
0b74f0da.wav,0
0b7aa40a.wav,0
0b7f8989.wav,0
0b80f560.wav,0
0b82b3a5.wav,0
0b914d51.wav,0
0b92a7e0.wav,0
0b95a1b5.wav,0
0b9904c1.wav,0
0ba6976e.wav,0
0ba8bcc2.wav,0
0ba927cd.wav,0
0bab86ae.wav,0
0bb6b85a.wav,0
0bc522f3.wav,0
0bca94ec.wav,0
0bd9f47b.wav,0
0bdef4f9.wav,0
0be0fbaa.wav,0
0be246ba.wav,0
0be52cd7.wav,0
0bf505c1.wav,0
0bfdf35b.wav,0
0c080361.wav,0
0c0f796c.wav,0
0c118aaa.wav,0
0c27360a.wav,0
0c28638b.wav,0
0c2f1a54.wav,0
0c3044b3.wav,0
0c364094.wav,0
0c36c39a.wav,0
0c3bdc12.wav,0
0c3cba8b.wav,0
0c3e92c7.wav,0
0c4948ba.wav,0
0c4f2a87.wav,0
0c547bc4.wav,0
0c66ddcb.wav,0
0c67f402.wav,0
0c6a3500.wav,0
0c6ec89a.wav,0
0c7ae294.wav,0
0c7eb4eb.wav,0
0c9abd6a.wav,0
0ca8b59b.wav,0
0cafd32f.wav,0
0cb7fc83.wav,0
0cbfebc7.wav,0
0cc4c3b7.wav,0
0ccf0903.wav,0
0cdfa126.wav,0
0ce9b7a0.wav,0
0cea4550.wav,0
0cec67d2.wav,0
0ceed74d.wav,0
0d0c7375.wav,0
0d0d1b88.wav,0
0d0d648b.wav,0
0d1cb966.wav,0
0d2047b5.wav,0
0d30af2b.wav,0
0d3d36f5.wav,0
0d481dea.wav,0
0d649d1b.wav,0
0d661b19.wav,0
0d694b51.wav,0
0d6bb959.wav,0
0d74110a.wav,0
0d79765a.wav,0
0d8012f4.wav,0
0d804b40.wav,0
0d9b9a20.wav,0
0d9f6c10.wav,0
0da0c554.wav,0
0da527a6.wav,0
0da86798.wav,0
0db954fa.wav,0
0dbdffe2.wav,0
0dc26ae9.wav,0
0dd326ca.wav,0
0dd54f1f.wav,0
0ddb4bdf.wav,0
0de99488.wav,0
0ded93ce.wav,0
0dfcedf6.wav,0
0e19ed55.wav,0
0e2ec031.wav,0
0e2fbeb8.wav,0
0e32c361.wav,0
0e3aa5cf.wav,0
0e4372d4.wav,0
0e439e01.wav,0
0e451691.wav,0
0e4583d5.wav,0
0e51f1d0.wav,0
0e544eb8.wav,0
0e5c9ed0.wav,0
0e5cab29.wav,0
0e630318.wav,0
0e645225.wav,0
0e6e1f35.wav,0
0e7622f0.wav,0
0e7cd4eb.wav,0
0e7f9fdb.wav,0
0e89fb66.wav,0
0e974517.wav,0
0e979b8c.wav,0
0e9cb14e.wav,0
0ea3dbaf.wav,0
0eb63f5a.wav,0
0ec012fc.wav,0
0ecb56ad.wav,0
0ed06544.wav,0
0ede064f.wav,0
0ee42262.wav,0
0eeaebcb.wav,0
0ef9a602.wav,0
0f01e836.wav,0
0f18c55b.wav,0
0f1a5928.wav,0
0f1dbff5.wav,0
0f23d7e4.wav,0
0f274e7a.wav,0
0f2903db.wav,0
0f2ab678.wav,0
0f34d08e.wav,0
0f36e49a.wav,0
0f444884.wav,0
0f5286d1.wav,0
0f53ac39.wav,0
0f5c62dd.wav,0
0f6e2a63.wav,0
0f70f92f.wav,0
0f72651c.wav,0
0f7f0d86.wav,0
0f936928.wav,0
0f958ff0.wav,0
0f96c40d.wav,0
0fa3ee45.wav,0
0fa61324.wav,0
0fafb777.wav,0
0fb0c2e1.wav,0
0fb464cf.wav,0
0fc39673.wav,0
0fcdc341.wav,0
0fd52405.wav,0
0fe6c47d.wav,0
0ff26813.wav,0
0ff3a423.wav,0
0ff4262d.wav,0
0ff6fdf5.wav,0
0ffff94f.wav,0
100009e2.wav,0
10086933.wav,0
10099e50.wav,0
100f6b3f.wav,0
1023facf.wav,0
102db6b4.wav,0
102ef2c7.wav,0
1032e684.wav,0
10357e1e.wav,0
103b9ed4.wav,0
103dfb7c.wav,0
103eceae.wav,0
103f29e5.wav,0
104f8672.wav,0
10550a6f.wav,0
105a8017.wav,0
105f3923.wav,0
105f4e16.wav,0
1068cb59.wav,0
106f028c.wav,0
1071fd84.wav,0
10734a58.wav,0
10783ffe.wav,0
10876da8.wav,0
10884a97.wav,0
108e95b3.wav,0
108f96a6.wav,0
1094232e.wav,0
10961c54.wav,0
10a229f4.wav,0
10ac55a1.wav,0
10b0e98b.wav,0
10cf0a2c.wav,0
10da16fb.wav,0
10e3e4eb.wav,0
10efbc5b.wav,0
10fc82d4.wav,0
1105950d.wav,0
111bad6f.wav,0
11223bbf.wav,0
1131892a.wav,0
11329fa9.wav,0
1133db9b.wav,0
1137811b.wav,0
113c5e2f.wav,0
11439cbd.wav,0
1148986e.wav,0
114cf102.wav,0
1152dffc.wav,0
1163de55.wav,0
116ddaf8.wav,0
11710c08.wav,0
1176bda6.wav,0
11782c39.wav,0
11798f57.wav,0
117cc2f0.wav,0
117e4577.wav,0
1181e997.wav,0
1181ee9d.wav,0
118413f9.wav,0
11880a0a.wav,0
118831d9.wav,0
118e9ae3.wav,0
1191d9b4.wav,0
1198d2b5.wav,0
1199128e.wav,0
11a06e06.wav,0
11a0e319.wav,0
11ab15ee.wav,0
11b027e8.wav,0
11c7778f.wav,0
11c90896.wav,0
11cbc9e1.wav,0
11cf5942.wav,0
11d883c3.wav,0
11d93cd3.wav,0
11d9ace9.wav,0
11df4777.wav,0
11e3ffde.wav,0
11e63946.wav,0
11e9db25.wav,0
11f33ae4.wav,0
11f7fc13.wav,0
11f8b3dd.wav,0
11fab0b0.wav,0
11fbd6c2.wav,0
120536d6.wav,0
1207a675.wav,0
12091a74.wav,0
120e0846.wav,0
121110b1.wav,0
12169b86.wav,0
121749b9.wav,0
12198b88.wav,0
121d766e.wav,0
1220471f.wav,0
122b0e88.wav,0
12323e04.wav,0
12371b67.wav,0
1238c3a4.wav,0
123d0d60.wav,0
124360b8.wav,0
124eadc9.wav,0
125194b0.wav,0
125e64b7.wav,0
125e6ccf.wav,0
1264b8c7.wav,0
129439fd.wav,0
129dc328.wav,0
12a38093.wav,0
12a650a4.wav,0
12cb4097.wav,0
12d3cdd8.wav,0
12d43904.wav,0
12d4ec7c.wav,0
12e4c120.wav,0
12f72b79.wav,0
12fcf7a7.wav,0
1301b8e3.wav,0
13043bab.wav,0
1304d545.wav,0
1314cdad.wav,0
131b1516.wav,0
1329c048.wav,0
13314233.wav,0
134df575.wav,0
1356f987.wav,0
1365348d.wav,0
1373fdab.wav,0
1374fcda.wav,0
13798190.wav,0
13847ff3.wav,0
1387ba89.wav,0
13903b82.wav,0
1391883f.wav,0
1393c9e0.wav,0
1397ddc8.wav,0
139c42cb.wav,0
13ac472f.wav,0
13b2325b.wav,0
13ca1116.wav,0
13da16ae.wav,0
13db0700.wav,0
13e15a49.wav,0
13ee6c44.wav,0
13f08982.wav,0
140027c6.wav,0
1401c7ff.wav,0
14041f9a.wav,0
141291fc.wav,0
1415b8b9.wav,0
14225f23.wav,0
142cb2c4.wav,0
142dac40.wav,0
14303ca5.wav,0
1430f062.wav,0
14344787.wav,0
143f37eb.wav,0
1441c25b.wav,0
14577fc0.wav,0
14683a1c.wav,0
14684ee8.wav,0
1468f23e.wav,0
146d5e25.wav,0
146fd7fd.wav,0
1472a525.wav,0
147f4395.wav,0
147f61ff.wav,0
14819552.wav,0
148a199b.wav,0
1498eb6e.wav,0
149ca673.wav,0
14a12f6c.wav,0
14ac7cbd.wav,0
14b489cd.wav,0
14b4f917.wav,0
14c22798.wav,0
14c476ad.wav,0
14d06c29.wav,0
14d0bd27.wav,0
14d18455.wav,0
14d37fb3.wav,0
14e1442c.wav,0
14e15b48.wav,0
14e27632.wav,0
14ea05da.wav,0
14ef39a2.wav,0
14f13e6f.wav,0
14f26483.wav,0
14f80bcf.wav,0
14fc31e9.wav,0
14fd19da.wav,0
1516d630.wav,0
151a56b3.wav,0
151b80e7.wav,0
15373464.wav,0
1539c925.wav,0
1541af57.wav,0
1545dcf4.wav,0
1548d94a.wav,0
1549bbaf.wav,0
154df401.wav,0
1551f28a.wav,0
155382a4.wav,0
155b4487.wav,0
156b378a.wav,0
156dd4a7.wav,0
15703034.wav,0
15914050.wav,0
15939857.wav,0
159ea1c3.wav,0
15aebea5.wav,0
15b439e3.wav,0
15b4b254.wav,0
15b6657d.wav,0
15ba13c4.wav,0
15cade34.wav,0
15cb6baf.wav,0
15cc274e.wav,0
15d67d1c.wav,0
15d798df.wav,0
15d88b9d.wav,0
15dcc731.wav,0
15e43efb.wav,0
15edc230.wav,0
15f7e867.wav,0
1601a564.wav,0
160507aa.wav,0
160c92d7.wav,0
16127914.wav,0
161bd007.wav,0
161be325.wav,0
161eeade.wav,0
162276f0.wav,0
163ecf39.wav,0
1640b1f9.wav,0
16488606.wav,0
1648effc.wav,0
164fc190.wav,0
1651cca4.wav,0
16568e3d.wav,0
1661aa86.wav,0
166269ab.wav,0
16670642.wav,0
166a1279.wav,0
166e17b0.wav,0
167a4cd4.wav,0
16833489.wav,0
16854911.wav,0
168adcd0.wav,0
169192c3.wav,0
16965258.wav,0
169a69f3.wav,0
169acff4.wav,0
16b90ef0.wav,0
16c14c67.wav,0
16c8384b.wav,0
16c9a838.wav,0
16caff03.wav,0
16d21bca.wav,0
16d49f55.wav,0
16d51b04.wav,0
16d5da39.wav,0
16d7ab94.wav,0
16d8450e.wav,0
16d90624.wav,0
16db8d97.wav,0
16df86bb.wav,0
16e47626.wav,0
16e4d91a.wav,0
16eeb46e.wav,0
16ef3c60.wav,0
16f1d744.wav,0
16f26de0.wav,0
16f8b122.wav,0
1704b6b1.wav,0
170946f3.wav,0
170950ce.wav,0
170eeda2.wav,0
1719d5f5.wav,0
1726fa04.wav,0
172d7f14.wav,0
172e4f11.wav,0
1732f391.wav,0
17429629.wav,0
1749fc99.wav,0
174baf55.wav,0
1755b07f.wav,0
175dd339.wav,0
1760ba6f.wav,0
17619cbe.wav,0
1762fe64.wav,0
176b95db.wav,0
176c5f52.wav,0
176cd35e.wav,0
1775d5a0.wav,0
17855456.wav,0
1787d4d9.wav,0
1787f4e8.wav,0
17898a27.wav,0
17a1c228.wav,0
17a853e4.wav,0
17b9396e.wav,0
17c7a30d.wav,0
17cbf99c.wav,0
17d5e08b.wav,0
17d87e42.wav,0
17dfc83c.wav,0
17e247fc.wav,0
17f32070.wav,0
17f82c05.wav,0
17f858d5.wav,0
17fe000f.wav,0
180911ae.wav,0
180cd1d7.wav,0
18267e3e.wav,0
1827e52f.wav,0
182919ec.wav,0
182d509a.wav,0
18320055.wav,0
18479aa7.wav,0
18492a23.wav,0
184ca1c7.wav,0
186311f0.wav,0
18674495.wav,0
18683b52.wav,0
18829f93.wav,0
18838b94.wav,0
18865530.wav,0
188acf6a.wav,0
188b88ed.wav,0
188cfb1b.wav,0
18950b86.wav,0
189c2ac2.wav,0
189c7842.wav,0
18a31494.wav,0
18a7dc51.wav,0
18a7f8c5.wav,0
18ab257b.wav,0
18b06a2b.wav,0
18b3013e.wav,0
18c0fa51.wav,0
18c287ea.wav,0
18c3695b.wav,0
18e0caac.wav,0
18e0f7ac.wav,0
18ea8f49.wav,0
18ee96a7.wav,0
18f825ef.wav,0
18fcddd0.wav,0
18fdc08b.wav,0
18feebe1.wav,0
1902bf23.wav,0
1907767f.wav,0
19105b8a.wav,0
192c2ba5.wav,0
192fa8cc.wav,0
193093f8.wav,0
193240a4.wav,0
19341f36.wav,0
19343ae9.wav,0
19389aaf.wav,0
19393972.wav,0
193ab4fd.wav,0
193e878a.wav,0
1941b29a.wav,0
1947f717.wav,0
194fc71a.wav,0
195691e2.wav,0
195f544d.wav,0
1966b87b.wav,0
1967e2b2.wav,0
196c8a34.wav,0
197cbdfe.wav,0
197fe6b5.wav,0
19893aa8.wav,0
19965075.wav,0
19974149.wav,0
199b1adf.wav,0
19a1f537.wav,0
19bc0dbe.wav,0
19bf4be6.wav,0
19d094a2.wav,0
19d4a6ad.wav,0
19df8c61.wav,0
19ec978d.wav,0
19f45b13.wav,0
19f74365.wav,0
19f8e665.wav,0
19fc7498.wav,0
19fe82be.wav,0
1a132a81.wav,0
1a13793b.wav,0
1a15e4f1.wav,0
1a16ebfd.wav,0
1a1cc850.wav,0
1a2deaa1.wav,0
1a4a4ebe.wav,0
1a5f1f24.wav,0
1a6cd0d1.wav,0
1a6fce36.wav,0
1a707aaf.wav,0
1a756532.wav,0
1a7af185.wav,0
1a7d3f2d.wav,0
1a7eb9da.wav,0
1a86eff7.wav,0
1a8b216e.wav,0
1a8cc87a.wav,0
1a94ef89.wav,0
1a9d2862.wav,0
1aa5b354.wav,0
1aa9698c.wav,0
1aaceb5f.wav,0
1aae0429.wav,0
1ab80336.wav,0
1abba907.wav,0
1ac389e0.wav,0
1ac7c47a.wav,0
1ac81bb0.wav,0
1adb85b7.wav,0
1ae3d076.wav,0
1ae4605c.wav,0
1ae93472.wav,0
1aecb8bf.wav,0
1b052de5.wav,0
1b17feba.wav,0
1b1e809b.wav,0
1b246359.wav,0
1b24c166.wav,0
1b2cc49c.wav,0
1b2d8997.wav,0
1b322081.wav,0
1b34065d.wav,0
1b35f18e.wav,0
1b3b537f.wav,0
1b43bbe6.wav,0
1b5d4f7c.wav,0
1b643c7f.wav,0
1b66a9f0.wav,0
1b738acd.wav,0
1b73bbfd.wav,0
1b7b6f2d.wav,0
1b813314.wav,0
1b8986df.wav,0
1b8de009.wav,0
1b8de5c7.wav,0
1b9109be.wav,0
1b9386ef.wav,0
1b93aeba.wav,0
1b93b53c.wav,0
1b97c39a.wav,0
1b9c5af1.wav,0
1b9ea226.wav,0
1bbdae38.wav,0
1bc55c17.wav,0
1bc8eae1.wav,0
1bcb3c6f.wav,0
1bcf0664.wav,0
1bd3ba0b.wav,0
1bda949f.wav,0
1bdc4940.wav,0
1bec87d9.wav,0
1bf70cc6.wav,0
1bf859a7.wav,0
1c0d5682.wav,0
1c133d0e.wav,0
1c189121.wav,0
1c2b5b18.wav,0
1c3b4067.wav,0
1c3b61c8.wav,0
1c3d00bf.wav,0
1c3e1a54.wav,0
1c3ed083.wav,0
1c4c0a51.wav,0
1c4d9c4c.wav,0
1c520cae.wav,0
1c590c46.wav,0
1c603b9f.wav,0
1c67a5b9.wav,0
1c6b07b8.wav,0
1c720526.wav,0
1c76a229.wav,0
1c78595a.wav,0
1c8943c0.wav,0
1c8cddc2.wav,0
1c9a423f.wav,0
1ca0bd2f.wav,0
1ca4d107.wav,0
1cc13604.wav,0
1cc55db4.wav,0
1cccb873.wav,0
1cd6919e.wav,0
1ce38807.wav,0
1ce4a00e.wav,0
1ce70b78.wav,0
1ced478c.wav,0
1cf3ee46.wav,0
1d08bd6d.wav,0
1d0c860b.wav,0
1d119cfc.wav,0
1d1d0d72.wav,0
1d23c74b.wav,0
1d23fb6d.wav,0
1d24518b.wav,0
1d26c5e5.wav,0
1d2808dd.wav,0
1d28b9cb.wav,0
1d395faa.wav,0
1d3a05ab.wav,0
1d491960.wav,0
1d542616.wav,0
1d5a6f5f.wav,0
1d5d63d1.wav,0
1d73907a.wav,0
1d8502f5.wav,0
1d85524c.wav,0
1d95d110.wav,0
1da79249.wav,0
1db1b17c.wav,0
1dbb4e4b.wav,0
1dbc08fd.wav,0
1dc3679a.wav,0
1dc66b7b.wav,0
1de324d8.wav,0
1de37a8c.wav,0
1decc778.wav,0
1df13521.wav,0
1df3177c.wav,0
1df78287.wav,0
1dfbcb5e.wav,0
1dfc889a.wav,0
1e0b5758.wav,0
1e0c7af2.wav,0
1e0d7652.wav,0
1e10d3fc.wav,0
1e15cc3b.wav,0
1e1c1a81.wav,0
1e227aa6.wav,0
1e275fbc.wav,0
1e2f6175.wav,0
1e32bea6.wav,0
1e3391d5.wav,0
1e3b4f4a.wav,0
1e55de2b.wav,0
1e5fd361.wav,0
1e66d094.wav,0
1e68cc14.wav,0
1e6d0052.wav,0
1e6f1fbe.wav,0
1e87e47d.wav,0
1e8ffcc9.wav,0
1e93f880.wav,0
1e9c1292.wav,0
1e9f2a00.wav,0
1eb9d116.wav,0
1ebdc0b5.wav,0
1ec7f0f3.wav,0
1ec8fe10.wav,0
1ecb52f9.wav,0
1eddce43.wav,0
1ee63598.wav,0
1ee68efd.wav,0
1ef88b6d.wav,0
1efe03bd.wav,0
1f00f903.wav,0
1f0346ff.wav,0
1f095666.wav,0
1f15840d.wav,0
1f2354e3.wav,0
1f250488.wav,0
1f2d8967.wav,0
1f44f184.wav,0
1f4a7bfe.wav,0
1f4c37a7.wav,0
1f51ed51.wav,0
1f54df61.wav,0
1f60810c.wav,0
1f641b71.wav,0
1f743685.wav,0
1f75e82e.wav,0
1f81cc2b.wav,0
1f83b349.wav,0
1f946a29.wav,0
1f9b86a0.wav,0
1fac40bb.wav,0
1fbe6ff3.wav,0
1fca082d.wav,0
1fcfb5e3.wav,0
1fd04e89.wav,0
1fd57590.wav,0
1fd823bd.wav,0
1fda17e4.wav,0
1fe6c74f.wav,0
1fee5016.wav,0
1ff0766e.wav,0
1ff2689f.wav,0
1ff53ee9.wav,0
1ff5a0be.wav,0
2005b905.wav,0
200a3423.wav,0
2013a12f.wav,0
2016d256.wav,0
2017f454.wav,0
202b6258.wav,0
202cbd7d.wav,0
2032be87.wav,0
20498124.wav,0
2049c17b.wav,0
206161e8.wav,0
206a5cb4.wav,0
2070133c.wav,0
2072ebd5.wav,0
20792ffd.wav,0
2081f3e1.wav,0
20823bfb.wav,0
2083da16.wav,0
20889068.wav,0
20890d27.wav,0
208a14b6.wav,0
208ddbdd.wav,0
20903b44.wav,0
2094a55d.wav,0
2094b896.wav,0
2097b6c7.wav,0
209ed9c5.wav,0
20ace19b.wav,0
20ad1687.wav,0
20b1a46c.wav,0
20b47b1d.wav,0
20c9fd28.wav,0
20dafbd4.wav,0
20e3ef07.wav,0
20e4c3a0.wav,0
20e4c84a.wav,0
20e5795b.wav,0
20e6791a.wav,0
20f13d88.wav,0
20fb2252.wav,0
21050515.wav,0
210f2580.wav,0
21198349.wav,0
212463da.wav,0
213274fa.wav,0
2133f209.wav,0
21346775.wav,0
21365248.wav,0
2137ed0e.wav,0
213ab73c.wav,0
213afdbf.wav,0
213b8878.wav,0
213d2998.wav,0
21428eac.wav,0
2146e541.wav,0
214ddd6b.wav,0
2153d27e.wav,0
2155e5e5.wav,0
215d5ff6.wav,0
216f3fb8.wav,0
2175338a.wav,0
2178278f.wav,0
217a8204.wav,0
217cee0c.wav,0
218f3cc6.wav,0
21909da5.wav,0
219ce296.wav,0
21aa921b.wav,0
21b56eda.wav,0
21bf162b.wav,0
21c442db.wav,0
21c8a350.wav,0
21cd8b2c.wav,0
21d75a3d.wav,0
21e43f5b.wav,0
21e48c3b.wav,0
21e66bd2.wav,0
21f1c1bf.wav,0
21fbdc6d.wav,0
21ff3084.wav,0
22007c10.wav,0
220a73b7.wav,0
221ee272.wav,0
2232ce13.wav,0
22349b32.wav,0
223772e2.wav,0
22384e48.wav,0
22400300.wav,0
2249b436.wav,0
224b3393.wav,0
